Ai,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,Rank
$A_{545}$,1270.0,1.0,2.3,0.0,0.0,0.0,58.0,0.5,104.0,5.0,1.0,1512.0,1716.0,3299.0,13.0,4.0,16.0,0.0,0.0,1.0,3.0,1213
$A_{546}$,1786.0,0.0,2.6,0.0,6.0,0.0,14.0,1.0,115.0,4.0,15.0,616.0,912.0,3038.0,18.0,0.0,14.0,1.0,0.0,0.0,3.0,1569
$A_{547}$,686.0,1.0,2.7,1.0,0.0,0.0,36.0,0.1,194.0,4.0,1.0,64.0,745.0,1503.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,1268
$A_{548}$,1944.0,0.0,0.6,1.0,9.0,1.0,59.0,0.2,132.0,7.0,10.0,634.0,1079.0,769.0,19.0,13.0,3.0,1.0,0.0,1.0,0.0,255
$A_{549}$,1205.0,0.0,0.5,1.0,3.0,0.0,12.0,0.6,175.0,4.0,6.0,573.0,614.0,860.0,14.0,1.0,14.0,1.0,0.0,1.0,0.0,1146
$A_{550}$,1602.0,0.0,1.6,1.0,0.0,1.0,35.0,0.1,99.0,7.0,7.0,1325.0,1800.0,1829.0,18.0,17.0,13.0,1.0,0.0,0.0,2.0,848
$A_{551}$,1106.0,1.0,1.9,0.0,4.0,0.0,54.0,0.7,107.0,3.0,9.0,614.0,1212.0,2674.0,9.0,3.0,9.0,1.0,0.0,1.0,2.0,1047
$A_{552}$,1430.0,0.0,0.5,1.0,1.0,0.0,27.0,0.5,183.0,1.0,16.0,1132.0,1182.0,2832.0,7.0,1.0,15.0,0.0,1.0,1.0,2.0,889
$A_{553}$,1566.0,1.0,0.5,1.0,0.0,0.0,20.0,0.5,126.0,2.0,0.0,1603.0,1930.0,659.0,14.0,9.0,13.0,1.0,1.0,1.0,1.0,202
$A_{554}$,508.0,0.0,0.8,0.0,7.0,1.0,42.0,0.3,94.0,1.0,8.0,39.0,557.0,663.0,13.0,12.0,7.0,1.0,0.0,0.0,0.0,1370
$A_{555}$,1219.0,0.0,1.6,1.0,5.0,0.0,4.0,0.3,169.0,6.0,7.0,1419.0,1698.0,1998.0,9.0,2.0,4.0,0.0,0.0,0.0,2.0,1527
$A_{556}$,1210.0,1.0,1.6,1.0,9.0,0.0,57.0,0.5,111.0,4.0,20.0,329.0,1039.0,1886.0,16.0,0.0,17.0,1.0,0.0,1.0,1.0,338
$A_{557}$,681.0,0.0,0.5,1.0,12.0,1.0,17.0,0.9,194.0,5.0,19.0,371.0,1702.0,2548.0,6.0,1.0,5.0,1.0,0.0,1.0,2.0,658
$A_{558}$,1126.0,1.0,2.4,0.0,2.0,1.0,10.0,0.4,160.0,6.0,3.0,1223.0,1611.0,2050.0,7.0,6.0,12.0,1.0,1.0,1.0,2.0,195
$A_{559}$,1815.0,0.0,2.8,0.0,2.0,0.0,33.0,0.6,159.0,4.0,17.0,607.0,748.0,1482.0,18.0,0.0,2.0,1.0,0.0,0.0,1.0,1561
$A_{560}$,1122.0,0.0,0.5,0.0,0.0,1.0,40.0,0.3,156.0,7.0,14.0,675.0,1163.0,1456.0,9.0,3.0,20.0,1.0,1.0,0.0,1.0,1003
$A_{561}$,1854.0,0.0,3.0,0.0,2.0,1.0,8.0,0.1,101.0,5.0,5.0,506.0,627.0,1886.0,17.0,4.0,20.0,1.0,1.0,0.0,1.0,959
$A_{562}$,709.0,1.0,2.0,1.0,0.0,0.0,35.0,0.1,136.0,1.0,0.0,1545.0,1596.0,1973.0,12.0,9.0,16.0,0.0,1.0,1.0,1.0,239
$A_{563}$,1522.0,1.0,0.7,1.0,4.0,0.0,28.0,0.2,124.0,1.0,5.0,952.0,1191.0,1368.0,14.0,5.0,17.0,1.0,0.0,1.0,1.0,523
$A_{564}$,754.0,0.0,0.5,1.0,7.0,1.0,59.0,0.7,178.0,7.0,10.0,1914.0,1928.0,1027.0,6.0,3.0,5.0,1.0,0.0,0.0,1.0,937
$A_{565}$,1708.0,0.0,0.8,0.0,8.0,1.0,14.0,0.9,197.0,4.0,16.0,263.0,1345.0,1247.0,19.0,16.0,16.0,1.0,0.0,0.0,1.0,1326
$A_{566}$,1410.0,1.0,0.5,1.0,0.0,1.0,15.0,0.3,92.0,3.0,1.0,192.0,1311.0,2304.0,18.0,4.0,18.0,1.0,1.0,0.0,2.0,348
$A_{567}$,783.0,1.0,1.7,1.0,9.0,1.0,27.0,0.3,150.0,6.0,11.0,458.0,1263.0,1185.0,15.0,4.0,6.0,1.0,1.0,1.0,0.0,6
$A_{568}$,1979.0,1.0,1.6,1.0,0.0,0.0,32.0,0.2,165.0,7.0,1.0,833.0,1630.0,452.0,13.0,6.0,14.0,0.0,1.0,0.0,0.0,646
$A_{569}$,564.0,0.0,1.8,1.0,0.0,1.0,51.0,0.5,168.0,3.0,1.0,912.0,1980.0,1074.0,14.0,8.0,15.0,1.0,1.0,0.0,0.0,517
$A_{570}$,1986.0,0.0,0.5,0.0,7.0,0.0,51.0,0.4,95.0,3.0,9.0,342.0,774.0,3165.0,5.0,0.0,13.0,1.0,0.0,0.0,3.0,1575
$A_{571}$,1498.0,1.0,0.7,0.0,3.0,1.0,8.0,0.1,170.0,7.0,4.0,347.0,1076.0,3358.0,7.0,3.0,19.0,1.0,0.0,0.0,3.0,1204
$A_{572}$,1250.0,1.0,1.5,0.0,14.0,1.0,20.0,0.4,167.0,5.0,18.0,11.0,1020.0,3314.0,6.0,5.0,6.0,1.0,1.0,1.0,2.0,106
$A_{573}$,536.0,0.0,2.4,1.0,12.0,1.0,3.0,0.3,182.0,7.0,14.0,1386.0,1539.0,284.0,12.0,9.0,4.0,1.0,1.0,0.0,0.0,267
$A_{574}$,1181.0,0.0,2.3,0.0,12.0,1.0,61.0,0.6,116.0,2.0,16.0,385.0,831.0,2020.0,6.0,0.0,18.0,1.0,1.0,0.0,1.0,841
$A_{575}$,983.0,0.0,0.6,1.0,0.0,1.0,45.0,0.1,130.0,4.0,11.0,948.0,1205.0,2052.0,5.0,3.0,6.0,1.0,0.0,1.0,1.0,629
$A_{576}$,1002.0,0.0,0.8,1.0,0.0,1.0,35.0,0.5,83.0,2.0,4.0,1345.0,1416.0,1726.0,16.0,5.0,19.0,1.0,0.0,1.0,1.0,600
$A_{577}$,1097.0,0.0,2.1,1.0,6.0,0.0,64.0,0.2,161.0,3.0,8.0,419.0,1914.0,1725.0,14.0,5.0,9.0,1.0,0.0,1.0,1.0,882
$A_{578}$,963.0,0.0,0.5,0.0,1.0,1.0,60.0,0.8,156.0,3.0,3.0,742.0,821.0,2722.0,12.0,6.0,16.0,1.0,0.0,0.0,2.0,1504
$A_{579}$,534.0,0.0,0.5,1.0,4.0,0.0,2.0,0.2,85.0,5.0,16.0,911.0,1220.0,2466.0,5.0,3.0,18.0,0.0,1.0,1.0,2.0,793
$A_{580}$,1031.0,1.0,2.1,1.0,2.0,1.0,11.0,0.1,121.0,2.0,9.0,532.0,1247.0,2385.0,11.0,7.0,16.0,1.0,0.0,0.0,2.0,605
$A_{581}$,723.0,1.0,1.9,0.0,4.0,0.0,30.0,0.3,102.0,1.0,7.0,1467.0,1901.0,2339.0,19.0,9.0,17.0,0.0,1.0,1.0,2.0,586
$A_{582}$,523.0,0.0,2.6,1.0,1.0,0.0,14.0,0.1,155.0,8.0,2.0,304.0,1042.0,1427.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,1244
$A_{583}$,1285.0,0.0,0.8,1.0,4.0,1.0,11.0,0.8,199.0,5.0,7.0,1791.0,1896.0,3966.0,17.0,15.0,2.0,1.0,1.0,1.0,3.0,192
$A_{584}$,532.0,1.0,0.8,1.0,3.0,0.0,8.0,0.1,193.0,5.0,10.0,1213.0,1354.0,728.0,13.0,5.0,8.0,1.0,1.0,0.0,0.0,477
$A_{585}$,1686.0,1.0,2.8,1.0,3.0,0.0,38.0,0.1,166.0,4.0,4.0,397.0,1453.0,2958.0,14.0,11.0,2.0,0.0,0.0,0.0,3.0,1227
$A_{586}$,1271.0,0.0,0.5,1.0,2.0,0.0,54.0,0.1,159.0,8.0,3.0,613.0,650.0,990.0,14.0,11.0,6.0,0.0,1.0,1.0,0.0,595
$A_{587}$,774.0,1.0,2.8,0.0,7.0,1.0,55.0,0.9,124.0,3.0,18.0,8.0,896.0,3916.0,8.0,1.0,12.0,1.0,1.0,0.0,3.0,622
$A_{588}$,1337.0,1.0,2.7,1.0,0.0,0.0,5.0,0.7,200.0,4.0,1.0,161.0,1029.0,3242.0,10.0,1.0,20.0,0.0,1.0,0.0,2.0,985
$A_{589}$,1963.0,1.0,1.0,0.0,16.0,1.0,34.0,0.1,157.0,2.0,17.0,1136.0,1813.0,714.0,18.0,2.0,2.0,1.0,0.0,1.0,1.0,278
$A_{590}$,1726.0,1.0,0.9,1.0,2.0,0.0,51.0,0.6,193.0,4.0,3.0,379.0,1223.0,2239.0,13.0,9.0,13.0,1.0,0.0,1.0,2.0,639
$A_{591}$,920.0,0.0,2.1,1.0,5.0,0.0,25.0,0.4,115.0,7.0,14.0,209.0,1078.0,785.0,10.0,7.0,5.0,0.0,1.0,1.0,0.0,593
$A_{592}$,765.0,1.0,2.5,0.0,3.0,0.0,44.0,0.3,88.0,8.0,11.0,1364.0,1851.0,2256.0,6.0,1.0,19.0,0.0,1.0,1.0,2.0,556
$A_{593}$,1656.0,1.0,0.5,1.0,8.0,1.0,38.0,0.1,105.0,7.0,17.0,506.0,519.0,1499.0,12.0,8.0,19.0,1.0,0.0,1.0,1.0,59
$A_{594}$,1433.0,1.0,2.3,0.0,8.0,1.0,27.0,0.9,153.0,7.0,12.0,1619.0,1651.0,3900.0,18.0,16.0,2.0,1.0,0.0,1.0,3.0,343
$A_{595}$,1007.0,1.0,2.9,1.0,5.0,1.0,21.0,0.8,185.0,8.0,12.0,479.0,831.0,1301.0,8.0,6.0,12.0,1.0,1.0,0.0,0.0,107
$A_{596}$,961.0,1.0,1.4,1.0,0.0,1.0,57.0,0.6,114.0,8.0,3.0,291.0,1434.0,2782.0,18.0,9.0,7.0,1.0,1.0,1.0,2.0,35
$A_{597}$,1615.0,1.0,2.8,0.0,3.0,0.0,9.0,0.9,117.0,1.0,13.0,542.0,678.0,2948.0,8.0,3.0,3.0,1.0,1.0,0.0,2.0,1202
$A_{598}$,1188.0,1.0,1.4,1.0,0.0,1.0,9.0,0.6,114.0,2.0,0.0,1339.0,1558.0,2896.0,12.0,11.0,16.0,1.0,0.0,1.0,3.0,305
$A_{599}$,1881.0,0.0,2.2,0.0,4.0,0.0,51.0,0.3,158.0,5.0,7.0,477.0,1553.0,1229.0,12.0,0.0,14.0,1.0,0.0,0.0,1.0,1548
$A_{600}$,1523.0,1.0,2.4,0.0,5.0,1.0,57.0,0.2,117.0,2.0,6.0,247.0,539.0,3971.0,18.0,12.0,10.0,1.0,1.0,1.0,3.0,144
$A_{601}$,1310.0,1.0,2.3,1.0,6.0,0.0,57.0,0.9,135.0,8.0,9.0,449.0,889.0,1175.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,1067
$A_{602}$,1900.0,1.0,0.5,1.0,0.0,1.0,55.0,0.9,171.0,1.0,1.0,934.0,1241.0,3917.0,15.0,5.0,18.0,1.0,0.0,1.0,3.0,346
$A_{603}$,1625.0,1.0,0.5,1.0,2.0,1.0,50.0,0.1,107.0,8.0,17.0,8.0,1219.0,670.0,16.0,3.0,8.0,1.0,0.0,0.0,0.0,434
$A_{604}$,1068.0,0.0,0.5,1.0,0.0,1.0,19.0,0.9,197.0,8.0,9.0,322.0,875.0,1209.0,19.0,12.0,12.0,1.0,1.0,0.0,0.0,573
$A_{605}$,1438.0,0.0,2.2,0.0,0.0,1.0,32.0,0.6,176.0,7.0,6.0,683.0,1663.0,869.0,19.0,13.0,9.0,1.0,1.0,1.0,0.0,411
$A_{606}$,1878.0,0.0,1.5,1.0,5.0,1.0,56.0,0.3,139.0,5.0,13.0,183.0,559.0,2711.0,8.0,2.0,3.0,1.0,1.0,1.0,2.0,210
$A_{607}$,869.0,0.0,1.9,0.0,0.0,0.0,2.0,0.6,197.0,7.0,3.0,519.0,533.0,3249.0,19.0,0.0,12.0,0.0,0.0,1.0,2.0,1551
$A_{608}$,1930.0,1.0,2.0,0.0,11.0,0.0,16.0,0.8,186.0,8.0,12.0,1901.0,1920.0,1783.0,17.0,3.0,13.0,0.0,0.0,1.0,2.0,945
$A_{609}$,930.0,1.0,0.5,1.0,3.0,1.0,34.0,0.5,190.0,4.0,16.0,1050.0,1726.0,2131.0,7.0,2.0,6.0,1.0,0.0,1.0,2.0,250
$A_{610}$,1489.0,0.0,2.4,1.0,8.0,0.0,32.0,0.6,200.0,1.0,16.0,172.0,812.0,776.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,1449
$A_{611}$,615.0,1.0,2.5,0.0,0.0,0.0,10.0,0.8,131.0,6.0,9.0,1216.0,1786.0,2769.0,16.0,8.0,11.0,1.0,0.0,0.0,2.0,1412
$A_{612}$,584.0,1.0,1.8,0.0,0.0,1.0,19.0,0.3,168.0,3.0,0.0,1123.0,1622.0,465.0,12.0,8.0,4.0,1.0,1.0,0.0,0.0,597
$A_{613}$,1237.0,0.0,0.5,0.0,2.0,0.0,27.0,0.1,87.0,8.0,5.0,274.0,603.0,2454.0,14.0,0.0,8.0,1.0,1.0,1.0,2.0,1186
$A_{614}$,1433.0,0.0,1.6,0.0,7.0,0.0,4.0,0.7,133.0,8.0,11.0,281.0,799.0,258.0,11.0,9.0,4.0,1.0,1.0,1.0,0.0,928
$A_{615}$,1980.0,0.0,0.5,1.0,2.0,1.0,29.0,0.8,177.0,1.0,13.0,312.0,1910.0,3865.0,12.0,10.0,18.0,1.0,0.0,0.0,3.0,1197
$A_{616}$,1859.0,0.0,0.5,1.0,3.0,0.0,22.0,0.7,164.0,1.0,7.0,1004.0,1654.0,1067.0,17.0,1.0,10.0,1.0,0.0,0.0,1.0,1490
$A_{617}$,1225.0,1.0,2.1,1.0,8.0,0.0,13.0,0.5,116.0,4.0,12.0,759.0,1404.0,3836.0,12.0,11.0,11.0,0.0,0.0,0.0,3.0,1116
$A_{618}$,1263.0,1.0,1.4,1.0,1.0,1.0,32.0,0.4,103.0,2.0,2.0,409.0,644.0,3372.0,18.0,13.0,10.0,1.0,1.0,0.0,3.0,290
$A_{619}$,1117.0,1.0,0.6,1.0,0.0,0.0,31.0,0.2,146.0,2.0,7.0,1258.0,1627.0,2003.0,8.0,7.0,14.0,0.0,1.0,1.0,2.0,360
$A_{620}$,1578.0,0.0,1.9,1.0,2.0,1.0,37.0,0.1,138.0,4.0,19.0,411.0,1226.0,2458.0,19.0,16.0,3.0,1.0,0.0,1.0,2.0,410
$A_{621}$,560.0,0.0,0.5,1.0,15.0,0.0,50.0,0.3,159.0,2.0,20.0,1448.0,1613.0,2150.0,18.0,12.0,11.0,1.0,1.0,0.0,2.0,657
$A_{622}$,569.0,0.0,0.6,1.0,2.0,0.0,39.0,0.1,184.0,8.0,9.0,389.0,739.0,2811.0,7.0,6.0,7.0,1.0,0.0,1.0,1.0,1002
$A_{623}$,822.0,1.0,0.5,0.0,0.0,1.0,51.0,0.3,157.0,6.0,20.0,667.0,860.0,3846.0,10.0,1.0,3.0,1.0,0.0,0.0,3.0,1190
$A_{624}$,1372.0,1.0,2.7,0.0,7.0,0.0,34.0,0.4,193.0,4.0,17.0,687.0,937.0,725.0,11.0,3.0,20.0,1.0,0.0,0.0,0.0,1201
$A_{625}$,1528.0,1.0,1.8,1.0,3.0,1.0,55.0,0.8,129.0,5.0,6.0,454.0,1762.0,1282.0,11.0,9.0,11.0,1.0,1.0,1.0,1.0,19
$A_{626}$,1392.0,0.0,2.5,0.0,0.0,1.0,44.0,0.7,113.0,4.0,2.0,482.0,1098.0,1280.0,8.0,1.0,16.0,1.0,0.0,1.0,1.0,1171
$A_{627}$,1766.0,1.0,0.5,1.0,1.0,1.0,22.0,0.8,122.0,8.0,4.0,291.0,1318.0,3297.0,7.0,5.0,16.0,1.0,0.0,0.0,3.0,830
$A_{628}$,966.0,0.0,2.0,0.0,8.0,1.0,34.0,0.5,118.0,2.0,10.0,214.0,1523.0,3534.0,18.0,17.0,11.0,1.0,1.0,1.0,3.0,459
$A_{629}$,908.0,0.0,2.1,0.0,1.0,0.0,44.0,0.6,95.0,5.0,2.0,154.0,941.0,3518.0,16.0,12.0,7.0,1.0,1.0,1.0,3.0,1165
$A_{630}$,1190.0,0.0,2.0,1.0,0.0,0.0,40.0,0.2,93.0,5.0,1.0,1399.0,1646.0,3610.0,13.0,7.0,9.0,0.0,0.0,1.0,3.0,1261
$A_{631}$,640.0,0.0,1.3,1.0,5.0,1.0,6.0,0.6,143.0,8.0,20.0,976.0,1353.0,2711.0,15.0,7.0,8.0,1.0,1.0,0.0,2.0,511
$A_{632}$,1897.0,0.0,3.0,0.0,1.0,1.0,21.0,0.5,192.0,8.0,2.0,1311.0,1935.0,273.0,17.0,6.0,3.0,1.0,1.0,1.0,0.0,440
$A_{633}$,805.0,1.0,1.7,1.0,0.0,1.0,58.0,0.9,168.0,3.0,10.0,81.0,1544.0,3397.0,7.0,6.0,2.0,1.0,0.0,0.0,2.0,787
$A_{634}$,1163.0,0.0,2.8,1.0,0.0,0.0,49.0,0.6,155.0,2.0,0.0,520.0,754.0,2768.0,19.0,2.0,12.0,0.0,0.0,1.0,2.0,1343
$A_{635}$,1486.0,0.0,2.6,0.0,7.0,0.0,52.0,0.1,85.0,4.0,15.0,1430.0,1747.0,297.0,13.0,1.0,15.0,0.0,1.0,0.0,0.0,1282
$A_{636}$,1762.0,0.0,0.7,0.0,7.0,0.0,60.0,0.1,157.0,4.0,10.0,643.0,790.0,1380.0,14.0,5.0,14.0,1.0,0.0,0.0,1.0,1534
$A_{637}$,715.0,0.0,2.3,1.0,4.0,0.0,48.0,0.1,160.0,4.0,6.0,21.0,562.0,3709.0,14.0,2.0,10.0,0.0,0.0,0.0,2.0,1521
$A_{638}$,621.0,1.0,2.7,1.0,0.0,0.0,54.0,0.1,151.0,4.0,20.0,434.0,910.0,2801.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,175
$A_{639}$,1906.0,1.0,1.9,1.0,3.0,0.0,55.0,0.2,113.0,3.0,4.0,3.0,629.0,1871.0,13.0,5.0,4.0,1.0,0.0,1.0,1.0,554
$A_{640}$,1225.0,0.0,0.7,1.0,0.0,1.0,2.0,0.6,138.0,7.0,1.0,217.0,1101.0,2675.0,12.0,11.0,15.0,1.0,1.0,0.0,2.0,794
$A_{641}$,1100.0,1.0,1.6,0.0,12.0,0.0,15.0,0.1,112.0,8.0,14.0,919.0,1344.0,757.0,12.0,2.0,16.0,1.0,1.0,1.0,0.0,221
$A_{642}$,1948.0,0.0,2.8,1.0,5.0,1.0,18.0,0.2,135.0,2.0,14.0,477.0,571.0,816.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,958
$A_{643}$,1151.0,1.0,2.9,1.0,0.0,0.0,31.0,0.6,128.0,8.0,1.0,1022.0,1560.0,2377.0,18.0,8.0,13.0,0.0,1.0,0.0,2.0,730
$A_{644}$,1970.0,0.0,1.6,1.0,11.0,1.0,58.0,0.3,80.0,8.0,19.0,654.0,882.0,2372.0,14.0,12.0,2.0,1.0,1.0,0.0,2.0,263
$A_{645}$,1407.0,0.0,1.8,1.0,5.0,1.0,16.0,0.2,170.0,4.0,6.0,925.0,1206.0,1068.0,6.0,0.0,8.0,1.0,1.0,0.0,1.0,652
$A_{646}$,1510.0,0.0,0.6,1.0,1.0,0.0,32.0,0.7,135.0,3.0,8.0,963.0,1520.0,854.0,8.0,2.0,10.0,1.0,0.0,1.0,1.0,1192
$A_{647}$,1358.0,1.0,0.5,0.0,11.0,1.0,36.0,0.3,155.0,4.0,14.0,1565.0,1858.0,3068.0,9.0,4.0,4.0,1.0,1.0,0.0,3.0,465
$A_{648}$,503.0,0.0,1.2,1.0,5.0,1.0,8.0,0.4,111.0,3.0,13.0,201.0,1245.0,2583.0,11.0,0.0,12.0,1.0,0.0,0.0,1.0,1145
$A_{649}$,1678.0,0.0,2.1,0.0,3.0,1.0,64.0,0.9,134.0,3.0,11.0,436.0,536.0,278.0,19.0,0.0,10.0,1.0,1.0,0.0,0.0,1014
$A_{650}$,577.0,0.0,2.4,0.0,8.0,1.0,37.0,0.9,161.0,6.0,20.0,1087.0,1450.0,814.0,11.0,7.0,19.0,1.0,1.0,1.0,0.0,262
$A_{651}$,807.0,0.0,0.5,0.0,9.0,0.0,8.0,0.3,158.0,5.0,20.0,667.0,697.0,1284.0,17.0,13.0,2.0,0.0,1.0,1.0,0.0,946
$A_{652}$,1045.0,1.0,1.2,1.0,3.0,1.0,40.0,0.1,175.0,6.0,7.0,1078.0,1564.0,2137.0,11.0,8.0,12.0,1.0,0.0,1.0,2.0,149
$A_{653}$,1412.0,1.0,2.4,0.0,5.0,0.0,25.0,0.8,96.0,8.0,17.0,516.0,1894.0,837.0,15.0,9.0,4.0,0.0,0.0,1.0,1.0,1005
$A_{654}$,1559.0,1.0,1.3,1.0,10.0,1.0,10.0,0.3,114.0,8.0,17.0,117.0,681.0,2203.0,7.0,5.0,15.0,1.0,1.0,1.0,1.0,5
$A_{655}$,1940.0,1.0,1.0,1.0,0.0,1.0,5.0,0.2,194.0,4.0,1.0,588.0,1809.0,820.0,19.0,18.0,3.0,1.0,1.0,1.0,1.0,30
$A_{656}$,1702.0,1.0,2.3,1.0,12.0,1.0,47.0,0.6,107.0,2.0,19.0,1284.0,1643.0,595.0,10.0,0.0,19.0,1.0,0.0,1.0,1.0,52
$A_{657}$,1541.0,1.0,1.5,1.0,6.0,1.0,5.0,0.5,109.0,4.0,10.0,536.0,1656.0,1795.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,34
$A_{658}$,1110.0,0.0,1.5,0.0,2.0,1.0,12.0,0.3,153.0,8.0,5.0,961.0,1950.0,624.0,9.0,7.0,15.0,1.0,0.0,0.0,0.0,1345
$A_{659}$,1285.0,0.0,2.4,0.0,1.0,1.0,51.0,1.0,140.0,7.0,2.0,475.0,500.0,2094.0,8.0,0.0,10.0,1.0,0.0,0.0,1.0,1498
$A_{660}$,1976.0,1.0,0.7,1.0,4.0,0.0,32.0,0.8,171.0,2.0,7.0,1301.0,1922.0,3699.0,17.0,11.0,13.0,0.0,1.0,1.0,3.0,308
$A_{661}$,1310.0,0.0,2.3,1.0,3.0,0.0,15.0,0.2,150.0,5.0,11.0,954.0,970.0,2518.0,18.0,17.0,5.0,0.0,1.0,1.0,2.0,571
$A_{662}$,1748.0,1.0,0.5,1.0,11.0,1.0,53.0,0.5,114.0,4.0,20.0,718.0,1109.0,2633.0,16.0,0.0,9.0,1.0,0.0,0.0,2.0,428
$A_{663}$,606.0,0.0,2.5,0.0,1.0,1.0,53.0,0.2,146.0,4.0,2.0,465.0,1152.0,1223.0,19.0,12.0,7.0,1.0,0.0,0.0,0.0,1332
$A_{664}$,1681.0,1.0,2.5,1.0,6.0,0.0,18.0,0.3,167.0,1.0,7.0,850.0,1005.0,2265.0,5.0,3.0,20.0,1.0,1.0,1.0,2.0,166
$A_{665}$,888.0,0.0,2.6,1.0,2.0,1.0,33.0,0.4,198.0,2.0,17.0,327.0,1683.0,3407.0,12.0,1.0,20.0,1.0,0.0,0.0,3.0,1152
$A_{666}$,1321.0,1.0,1.3,0.0,0.0,1.0,63.0,0.4,109.0,8.0,9.0,817.0,941.0,1464.0,7.0,6.0,16.0,1.0,1.0,1.0,1.0,123
$A_{667}$,1607.0,0.0,1.1,1.0,6.0,1.0,20.0,1.0,192.0,2.0,8.0,776.0,1005.0,885.0,11.0,1.0,14.0,1.0,1.0,0.0,0.0,656
$A_{668}$,1721.0,1.0,0.5,1.0,4.0,1.0,33.0,0.5,128.0,4.0,5.0,871.0,1048.0,707.0,19.0,2.0,5.0,1.0,1.0,1.0,0.0,28
$A_{669}$,916.0,1.0,2.6,0.0,0.0,0.0,36.0,0.3,195.0,4.0,12.0,188.0,992.0,1470.0,13.0,0.0,14.0,0.0,1.0,0.0,0.0,1175
$A_{670}$,1234.0,1.0,1.6,1.0,1.0,0.0,33.0,0.6,172.0,1.0,3.0,166.0,778.0,1449.0,11.0,7.0,6.0,0.0,0.0,1.0,0.0,853
$A_{671}$,956.0,0.0,0.5,0.0,1.0,1.0,41.0,1.0,143.0,7.0,6.0,511.0,1075.0,3286.0,17.0,8.0,12.0,1.0,1.0,0.0,3.0,1260
$A_{672}$,514.0,1.0,2.9,1.0,5.0,0.0,18.0,0.7,141.0,2.0,8.0,1083.0,1492.0,980.0,13.0,7.0,16.0,0.0,0.0,1.0,0.0,560
$A_{673}$,1589.0,1.0,1.4,0.0,3.0,1.0,26.0,0.1,100.0,8.0,16.0,1673.0,1759.0,3970.0,16.0,8.0,18.0,1.0,0.0,1.0,3.0,322
$A_{674}$,616.0,1.0,2.2,0.0,3.0,1.0,21.0,0.8,150.0,7.0,4.0,347.0,513.0,3267.0,17.0,9.0,19.0,1.0,0.0,0.0,2.0,1049
$A_{675}$,1936.0,0.0,2.1,1.0,10.0,1.0,46.0,0.6,104.0,3.0,20.0,667.0,1036.0,2552.0,14.0,7.0,13.0,1.0,0.0,0.0,2.0,824
$A_{676}$,955.0,0.0,0.5,1.0,4.0,0.0,43.0,0.9,143.0,5.0,8.0,1248.0,1511.0,1432.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,525
$A_{677}$,768.0,1.0,0.9,0.0,16.0,1.0,56.0,0.1,113.0,1.0,20.0,418.0,515.0,952.0,19.0,3.0,16.0,1.0,0.0,1.0,0.0,208
$A_{678}$,1108.0,0.0,1.0,0.0,3.0,0.0,49.0,0.7,140.0,5.0,12.0,1298.0,1666.0,3254.0,12.0,0.0,16.0,1.0,0.0,0.0,3.0,1566
$A_{679}$,1919.0,0.0,1.5,0.0,5.0,1.0,48.0,0.8,150.0,4.0,6.0,304.0,1191.0,1391.0,19.0,13.0,12.0,1.0,0.0,1.0,1.0,929
$A_{680}$,1954.0,0.0,0.5,1.0,0.0,0.0,24.0,0.8,187.0,4.0,0.0,512.0,1149.0,700.0,16.0,3.0,5.0,1.0,1.0,1.0,0.0,778
$A_{681}$,880.0,0.0,1.7,0.0,2.0,0.0,6.0,0.6,198.0,4.0,19.0,632.0,660.0,3006.0,6.0,4.0,3.0,1.0,0.0,0.0,2.0,1577
$A_{682}$,673.0,1.0,1.7,1.0,3.0,1.0,22.0,0.1,88.0,1.0,5.0,594.0,1088.0,2050.0,7.0,2.0,17.0,1.0,1.0,0.0,1.0,220
$A_{683}$,580.0,1.0,1.2,1.0,0.0,0.0,47.0,0.9,91.0,3.0,1.0,1086.0,1345.0,3451.0,15.0,1.0,11.0,1.0,1.0,0.0,3.0,857
$A_{684}$,1054.0,1.0,1.8,1.0,3.0,1.0,40.0,0.8,196.0,7.0,10.0,27.0,774.0,2296.0,16.0,12.0,12.0,1.0,0.0,1.0,1.0,148
$A_{685}$,994.0,0.0,1.2,1.0,4.0,0.0,40.0,0.9,164.0,2.0,17.0,296.0,839.0,3104.0,17.0,7.0,11.0,0.0,0.0,0.0,2.0,1528
$A_{686}$,1661.0,0.0,1.9,1.0,5.0,0.0,23.0,1.0,172.0,5.0,10.0,846.0,1634.0,2676.0,12.0,6.0,11.0,0.0,1.0,1.0,3.0,860
